日期,股票,代码,操作,数量,价格,金额,手续费,盈亏,原因
2024-03-18,药明康德,603259,买入,800,50.93,40745.33,12.22,,金叉 MA5=51.81 > MA30=51.68
2024-03-19,中国平安,601318,卖出,5200,37.89,197049.11,256.16,10625.36,死叉 MA5=38.48 < MA30=38.49
2024-03-19,药明康德,603259,卖出,800,48.26,38610.62,50.19,-2184.9,死叉 MA5=50.59 < MA30=51.41
2024-03-19,中信证券,600030,卖出,2900,19.73,57218.33,74.38,3415.71,死叉 MA5=19.90 < MA30=19.95
2024-03-27,招商银行,600036,买入,10400,28.52,296575.97,88.97,,MACD金叉 DIF=0.1411
2024-03-28,海天味业,603288,卖出,100,37.47,3747.49,8.75,402.08,死叉 MA5=37.96 < MA30=38.14
2024-03-29,紫金矿业,601899,买入,200,16.19,3238.46,5.0,,MACD金叉 DIF=0.7375
2024-04-09,贵州茅台,600519,卖出,200,1543.18,308635.49,401.23,4367.75,死叉 MA5=1577.56 < MA30=1580.59
2024-04-15,美的集团,000333,买入,5000,60.82,304107.0,91.23,,MACD金叉 DIF=0.8682
2024-04-23,海天味业,603288,买入,100,36.09,3609.2,5.0,,MACD金叉 DIF=-0.5162
2024-04-23,隆基绿能,601012,买入,200,18.59,3717.42,5.0,,MACD金叉 DIF=-0.5158
2024-04-23,中信证券,600030,买入,200,17.37,3474.94,5.0,,MACD金叉 DIF=-0.5723
2024-04-25,宁德时代,300750,卖出,2100,182.97,384243.97,499.52,80360.9,死叉 MA5=181.08 < MA30=181.45
2024-04-26,贵州茅台,600519,买入,200,1593.36,318672.07,95.6,,金叉 MA5=1574.60 > MA30=1571.31
2024-04-26,中国平安,601318,买入,2900,37.78,109548.66,32.86,,金叉 MA5=36.84 > MA30=36.74
2024-05-17,海天味业,603288,卖出,100,35.98,3597.79,8.6,-20.01,死叉 MA5=36.11 < MA30=36.20
2024-05-24,贵州茅台,600519,卖出,200,1556.97,311393.96,404.81,-7682.92,死叉 MA5=1577.84 < MA30=1579.15
2024-05-24,美的集团,000333,卖出,5000,63.02,315118.5,409.65,10601.85,死叉 MA5=62.74 < MA30=63.01
2024-05-27,中芯国际,688981,买入,8700,43.22,375981.46,112.79,,MACD金叉 DIF=-0.2503
2024-05-28,紫金矿业,601899,卖出,200,17.31,3461.06,8.46,214.14,死叉 MA5=17.36 < MA30=17.36
2024-05-29,中信证券,600030,卖出,200,17.66,3532.92,8.53,49.45,死叉 MA5=17.74 < MA30=17.76
2024-05-30,招商银行,600036,卖出,10400,30.2,314074.59,408.3,17090.33,死叉 MA5=30.60 < MA30=30.65
2024-05-31,比亚迪,002594,买入,5000,74.67,373345.2,112.0,,金叉 MA5=71.41 > MA30=71.07
2024-06-05,药明康德,603259,买入,3500,40.91,143190.81,42.96,,MACD金叉 DIF=-0.7570
2024-06-05,隆基绿能,601012,卖出,200,18.02,3604.78,8.6,-121.25,死叉 MA5=18.36 < MA30=18.46
2024-06-05,恒瑞医药,600276,买入,1400,43.64,61091.94,18.33,,MACD金叉 DIF=-0.4685
2024-06-07,中国平安,601318,卖出,2900,38.16,110674.21,143.88,981.67,死叉 MA5=38.86 < MA30=39.05
2024-06-14,海天味业,603288,买入,1600,34.16,54653.09,16.4,,MACD金叉 DIF=-0.6348
2024-06-19,药明康德,603259,卖出,3500,39.84,139440.56,181.27,-3931.52,死叉 MA5=41.33 < MA30=41.61
2024-06-21,紫金矿业,601899,买入,8200,16.86,138282.01,41.48,,MACD金叉 DIF=-0.0903
2024-06-21,华泰证券,601688,买入,4600,12.18,56047.87,16.81,,MACD金叉 DIF=-0.1783
2024-07-04,中芯国际,688981,卖出,8700,46.07,400788.82,521.03,24286.33,死叉 MA5=45.96 < MA30=45.97
2024-07-04,恒瑞医药,600276,卖出,1400,38.04,53261.26,69.24,-7899.92,止损 亏损-12.6%
2024-07-08,美的集团,000333,买入,6300,61.01,384374.21,115.31,,MACD金叉 DIF=-0.3904
2024-07-08,恒瑞医药,600276,买入,1700,38.96,66228.19,19.87,,MACD金叉 DIF=-1.1234
2024-07-23,紫金矿业,601899,卖出,8200,16.02,131346.78,170.75,-7105.98,死叉 MA5=17.29 < MA30=17.31
2024-07-25,药明康德,603259,买入,2100,38.38,80590.86,24.18,,金叉 MA5=38.39 > MA30=38.30
2024-07-26,海天味业,603288,卖出,1600,33.1,52965.86,68.86,-1756.09,死叉 MA5=33.37 < MA30=33.47
2024-07-29,比亚迪,002594,卖出,5000,81.89,409429.5,532.26,35552.04,死叉 MA5=82.05 < MA30=82.29
2024-07-31,隆基绿能,601012,买入,26800,14.53,389377.2,116.81,,金叉 MA5=14.07 > MA30=14.01
2024-08-01,海天味业,603288,买入,2100,33.52,70385.49,21.12,,MACD金叉 DIF=-0.1364
2024-08-15,隆基绿能,601012,卖出,26800,14.04,376321.85,489.22,-13544.57,死叉 MA5=13.93 < MA30=13.96
2024-08-15,紫金矿业,601899,买入,100,15.27,1527.05,5.0,,MACD金叉 DIF=-0.5306
2024-08-16,招商银行,600036,买入,12100,31.03,375486.47,112.65,,MACD金叉 DIF=-0.0928
2024-08-20,药明康德,603259,卖出,2100,38.26,80352.97,104.46,-342.35,死叉 MA5=38.89 < MA30=39.30
2024-08-20,海天味业,603288,卖出,2100,33.17,69664.39,90.56,-811.66,死叉 MA5=33.59 < MA30=33.63
2024-08-23,华泰证券,601688,卖出,4600,12.0,55181.42,71.74,-938.19,死叉 MA5=12.01 < MA30=12.02
2024-08-27,宁德时代,300750,买入,1100,178.76,196632.48,58.99,,金叉 MA5=175.39 > MA30=174.78
2024-08-30,比亚迪,002594,买入,100,82.32,8232.43,5.0,,金叉 MA5=79.14 > MA30=78.74
2024-08-30,海天味业,603288,买入,200,35.82,7164.3,5.0,,MACD金叉 DIF=0.0271
2024-08-30,隆基绿能,601012,买入,600,13.84,8302.57,5.0,,MACD金叉 DIF=-0.2368
2024-08-30,中信证券,600030,买入,500,18.82,9408.78,5.0,,金叉 MA5=18.19 > MA30=18.15
2024-09-03,招商银行,600036,卖出,12100,29.48,356719.13,463.73,-19231.08,死叉 MA5=30.33 < MA30=30.50
2024-09-03,紫金矿业,601899,卖出,100,15.12,1511.97,6.51,-21.59,死叉 MA5=15.42 < MA30=15.46
2024-09-05,药明康德,603259,买入,8600,38.77,333399.47,100.02,,MACD金叉 DIF=-0.3964
2024-09-05,华泰证券,601688,买入,4400,12.22,53787.36,16.14,,金叉 MA5=12.09 > MA30=12.07
2024-09-10,美的集团,000333,卖出,6300,57.47,362091.37,470.72,-22753.57,死叉 MA5=59.52 < MA30=59.71
2024-09-19,中国平安,601318,买入,7400,41.5,307121.02,92.14,,MACD金叉 DIF=0.3970
2024-09-19,紫金矿业,601899,买入,3600,15.09,54324.43,16.3,,MACD金叉 DIF=-0.3591
2024-09-25,恒瑞医药,600276,卖出,1700,43.59,74107.49,96.34,7782.96,死叉 MA5=43.43 < MA30=43.64
2024-09-26,中国平安,601318,卖出,3700,47.34,175140.02,227.68,21351.83,RSI超买减仓(90) +14.5%
2024-09-26,华泰证券,601688,卖出,2200,14.21,31265.34,40.64,4331.02,RSI超买减仓(93) +16.7%
2024-09-26,中信证券,600030,卖出,200,21.84,4367.25,9.37,594.37,RSI超买减仓(91) +16.5%
2024-09-27,中国平安,601318,卖出,1800,48.72,87700.25,114.01,12881.13,RSI超买减仓(91) +17.9%
2024-09-27,海天味业,603288,卖出,100,42.25,4224.53,9.22,633.16,RSI超买减仓(90) +18.4%
2024-09-27,华泰证券,601688,卖出,1100,15.46,17004.92,22.11,3535.98,RSI超买减仓(95) +27.0%
2024-09-27,中信证券,600030,卖出,100,24.02,2402.19,7.4,513.03,RSI超买减仓(94) +28.2%
2024-09-27,恒瑞医药,600276,买入,4600,48.61,223592.29,67.08,,金叉 MA5=44.91 > MA30=43.97
2024-09-30,中国平安,601318,卖出,900,53.59,48233.34,62.7,10818.08,RSI超买减仓(95) +29.6%
2024-09-30,华泰证券,601688,卖出,500,17.0,8497.97,13.5,2372.27,RSI超买减仓(96) +39.6%
2024-09-30,中信证券,600030,卖出,100,26.42,2641.71,7.64,752.31,RSI超买减仓(96) +40.9%
2024-10-08,宁德时代,300750,卖出,500,290.11,145054.31,188.57,55487.34,RSI超买减仓(92) +62.9%
2024-10-08,中国平安,601318,卖出,500,57.95,28976.93,37.67,8187.84,RSI超买减仓(99) +40.2%
2024-10-08,药明康德,603259,卖出,4300,56.08,241133.77,313.47,74120.56,RSI超买减仓(90) +45.2%
2024-10-08,紫金矿业,601899,卖出,1800,17.53,31562.75,41.03,4359.5,RSI超买减仓(94) +16.7%
2024-10-08,华泰证券,601688,卖出,300,18.7,5610.76,10.61,1932.83,RSI超买减仓(98) +53.6%
2024-10-09,药明康德,603259,卖出,2100,54.32,114074.39,148.3,32514.6,RSI超买减仓(91) +40.7%
2024-10-30,恒瑞医药,600276,卖出,4600,46.94,215905.32,280.68,-7967.64,死叉 MA5=47.96 < MA30=47.97
2024-11-05,华泰证券,601688,卖出,100,19.16,1916.16,6.92,686.8,RSI超买减仓(93) +57.4%
2024-11-07,贵州茅台,600519,买入,300,1569.0,470700.52,141.21,,MACD金叉 DIF=24.7927
2024-11-08,紫金矿业,601899,卖出,1800,16.69,30035.81,39.05,2834.55,死叉 MA5=16.93 < MA30=16.95
2024-11-11,中芯国际,688981,买入,4500,105.19,473354.82,142.01,,MACD金叉 DIF=9.2430
2024-11-11,恒瑞医药,600276,买入,2000,49.35,98697.0,29.61,,金叉 MA5=49.09 > MA30=49.07
2024-11-12,比亚迪,002594,卖出,100,98.89,9889.18,14.89,1641.86,死叉 MA5=98.83 < MA30=98.86
2024-11-12,恒瑞医药,600276,卖出,2000,49.01,98023.56,127.43,-800.87,死叉 MA5=49.21 < MA30=49.26
2024-11-15,中国平安,601318,卖出,500,53.24,26621.65,34.61,5835.62,死叉 MA5=54.58 < MA30=54.80
2024-11-18,贵州茅台,600519,卖出,300,1477.33,443198.83,576.16,-28077.85,死叉 MA5=1490.26 < MA30=1491.33
2024-11-18,中芯国际,688981,卖出,4500,92.12,414519.3,538.88,-59374.4,止损 亏损-12.3%
2024-11-20,药明康德,603259,卖出,2200,51.19,112612.32,146.4,27177.69,死叉 MA5=51.42 < MA30=51.48
2024-11-21,隆基绿能,601012,卖出,600,18.57,11143.67,16.14,2824.95,死叉 MA5=18.52 < MA30=18.59
2024-11-21,恒瑞医药,600276,买入,8900,50.11,445979.18,133.79,,MACD金叉 DIF=0.2379
2024-11-22,海天味业,603288,卖出,100,41.98,4197.59,9.2,606.24,死叉 MA5=43.43 < MA30=43.57
2024-11-26,华泰证券,601688,卖出,200,17.06,3411.16,8.41,957.87,死叉 MA5=17.47 < MA30=17.68
2024-11-28,宁德时代,300750,卖出,600,247.12,148274.86,192.76,40828.02,死叉 MA5=251.71 < MA30=251.83
2024-11-28,中信证券,600030,卖出,100,29.01,2901.19,7.9,1011.53,死叉 MA5=29.17 < MA30=29.34
2024-12-02,中信证券,600030,买入,14600,30.5,445312.85,133.59,,金叉 MA5=29.57 > MA30=29.56
2024-12-03,海天味业,603288,买入,7000,45.7,319908.54,95.97,,金叉 MA5=44.05 > MA30=43.87
2024-12-11,中信证券,600030,卖出,14600,30.44,444409.4,577.73,-1481.18,死叉 MA5=30.38 < MA30=30.39
2024-12-11,恒瑞医药,600276,卖出,8900,47.88,426167.96,554.02,-20365.24,死叉 MA5=48.65 < MA30=48.73
2024-12-12,宁德时代,300750,买入,1600,266.63,426611.52,127.98,,MACD金叉 DIF=3.8137
2024-12-17,比亚迪,002594,买入,4600,93.35,429393.07,128.82,,MACD金叉 DIF=-0.9172
2024-12-24,紫金矿业,601899,买入,900,15.32,13788.52,5.0,,MACD金叉 DIF=-0.2002
2024-12-26,宁德时代,300750,卖出,1600,253.48,405571.23,527.24,-21567.53,死叉 MA5=257.38 < MA30=257.53
2024-12-27,华泰证券,601688,买入,22900,17.74,406140.66,121.84,,金叉 MA5=17.72 > MA30=17.68
2024-12-31,华泰证券,601688,卖出,22900,17.14,392406.61,510.13,-14244.17,死叉 MA5=17.63 < MA30=17.65
2025-01-02,海天味业,603288,卖出,7000,43.46,304240.3,395.51,-16063.75,死叉 MA5=44.55 < MA30=44.68
2025-01-03,比亚迪,002594,卖出,4600,89.0,409407.54,532.23,-20517.76,死叉 MA5=91.95 < MA30=92.46
2025-01-08,美的集团,000333,买入,5600,73.69,412647.65,123.79,,MACD金叉 DIF=0.8716
2025-01-10,中芯国际,688981,买入,4400,93.37,410811.98,123.24,,金叉 MA5=90.17 > MA30=89.88
2025-01-14,招商银行,600036,买入,7600,37.3,283513.9,85.05,,MACD金叉 DIF=0.3518
2025-01-16,美的集团,000333,卖出,5600,70.09,392501.42,510.25,-20656.48,死叉 MA5=70.76 < MA30=70.93
2025-01-17,比亚迪,002594,买入,4200,91.29,383427.32,115.03,,MACD金叉 DIF=-0.8963
2025-01-20,药明康德,603259,买入,100,54.77,5476.93,5.0,,MACD金叉 DIF=-0.0602
2025-01-20,华泰证券,601688,买入,400,16.52,6609.19,5.0,,MACD金叉 DIF=-0.3201
2025-01-20,中信证券,600030,买入,200,26.93,5386.75,5.0,,MACD金叉 DIF=-0.7276
2025-01-20,恒瑞医药,600276,买入,100,44.45,4444.87,5.0,,MACD金叉 DIF=-1.0273
2025-02-24,紫金矿业,601899,卖出,900,15.7,14128.69,19.13,321.04,死叉 MA5=15.94 < MA30=15.98
2025-03-03,中芯国际,688981,卖出,4400,95.81,421555.2,548.02,10195.19,死叉 MA5=100.30 < MA30=100.38
2025-03-05,中信证券,600030,卖出,200,26.77,5353.27,10.35,-43.83,死叉 MA5=27.00 < MA30=27.19
2025-03-07,中国平安,601318,买入,8500,49.34,419377.08,125.81,,金叉 MA5=48.56 > MA30=48.55
2025-03-07,紫金矿业,601899,买入,4100,16.1,66018.77,19.81,,MACD金叉 DIF=-0.0514
2025-03-13,恒瑞医药,600276,卖出,100,44.78,4478.03,9.48,23.68,死叉 MA5=45.15 < MA30=45.43
2025-03-26,华泰证券,601688,卖出,400,17.25,6898.18,11.9,277.09,死叉 MA5=17.33 < MA30=17.35
2025-04-01,招商银行,600036,卖出,7600,39.97,303771.24,394.9,19862.44,死叉 MA5=40.23 < MA30=40.41
2025-04-02,海天味业,603288,买入,6300,39.55,249158.32,74.75,,金叉 MA5=39.51 > MA30=39.48
2025-04-03,中国平安,601318,卖出,8500,49.12,417533.26,542.79,-2386.61,死叉 MA5=49.44 < MA30=49.47
2025-04-03,比亚迪,002594,卖出,4200,117.52,493602.82,641.68,109533.81,死叉 MA5=121.28 < MA30=121.67
2025-04-03,海天味业,603288,卖出,6300,39.22,247094.82,321.22,-2384.73,死叉 MA5=39.38 < MA30=39.46
2025-04-08,药明康德,603259,卖出,100,50.25,5024.93,10.02,-462.03,死叉 MA5=59.82 < MA30=62.31
2025-04-08,海天味业,603288,买入,11300,39.89,450752.71,135.23,,MACD金叉 DIF=-0.1709
2025-04-08,紫金矿业,601899,卖出,4100,15.57,63832.08,82.98,-2269.68,死叉 MA5=16.41 < MA30=16.59
2025-04-10,中芯国际,688981,买入,5000,91.13,455659.5,136.7,,MACD金叉 DIF=-2.2968
2025-04-16,紫金矿业,601899,买入,18400,17.38,319878.48,95.96,,金叉 MA5=17.00 > MA30=16.86
2025-04-21,中芯国际,688981,卖出,5000,90.33,451644.9,587.14,-4601.74,死叉 MA5=91.21 < MA30=91.24
2025-04-22,恒瑞医药,600276,买入,8800,50.89,447845.9,134.35,,MACD金叉 DIF=0.6842
2025-04-23,隆基绿能,601012,买入,200,14.93,2985.96,5.0,,MACD金叉 DIF=-0.4737
2025-05-27,隆基绿能,601012,卖出,200,14.41,2882.22,7.88,-111.62,死叉 MA5=14.90 < MA30=14.99
2025-06-11,海天味业,603288,卖出,11300,41.05,463839.46,602.99,12483.76,死叉 MA5=41.69 < MA30=41.76
2025-06-12,中国平安,601318,买入,8800,52.5,462042.24,138.61,,MACD金叉 DIF=0.5343
2025-06-18,恒瑞医药,600276,卖出,8800,51.71,455016.14,591.52,6578.72,死叉 MA5=53.42 < MA30=53.63
2025-06-24,华泰证券,601688,买入,26800,17.03,456511.2,136.95,,MACD金叉 DIF=0.1236
2025-06-24,中信证券,600030,买入,2500,26.45,66132.0,19.84,,MACD金叉 DIF=0.1448
2025-09-02,中国平安,601318,卖出,8800,57.59,506832.3,658.88,44131.18,死叉 MA5=57.96 < MA30=58.17
2025-09-05,华泰证券,601688,卖出,26800,20.24,542416.99,705.14,85200.65,死叉 MA5=20.59 < MA30=20.64
2025-09-08,中信证券,600030,卖出,2500,29.09,72729.25,94.55,6502.7,死叉 MA5=29.57 < MA30=29.76
2025-09-10,招商银行,600036,买入,13200,41.99,554318.42,166.3,,MACD金叉 DIF=-0.3661
2025-09-17,比亚迪,002594,买入,4400,111.21,489332.71,146.8,,金叉 MA5=108.00 > MA30=107.88
2025-09-24,比亚迪,002594,卖出,4400,105.5,464193.75,603.45,-25742.41,死叉 MA5=107.62 < MA30=108.24
2025-09-25,隆基绿能,601012,买入,26000,17.8,462683.52,138.81,,金叉 MA5=16.99 > MA30=16.95
2025-10-31,招商银行,600036,卖出,13200,39.78,525099.7,682.63,-29901.36,死叉 MA5=40.17 < MA30=40.26
2025-11-04,招商银行,600036,买入,12300,42.0,516647.23,154.99,,金叉 MA5=40.48 > MA30=40.26
2025-11-14,紫金矿业,601899,卖出,18400,29.96,551263.26,716.64,230668.14,死叉 MA5=30.00 < MA30=30.03
2025-11-24,药明康德,603259,买入,5900,94.16,555531.85,166.66,,MACD金叉 DIF=-2.1532
2025-11-24,隆基绿能,601012,卖出,26000,18.72,486784.48,632.82,23468.14,死叉 MA5=20.01 < MA30=20.50
2025-11-26,恒瑞医药,600276,买入,7700,62.48,481132.34,144.34,,MACD金叉 DIF=-1.1521
2025-12-02,紫金矿业,601899,买入,100,29.8,2979.95,5.0,,MACD金叉 DIF=0.0128
2025-12-11,招商银行,600036,卖出,12300,40.55,498749.5,648.37,-18546.1,死叉 MA5=41.53 < MA30=41.74
2025-12-12,比亚迪,002594,买入,5100,97.19,495689.4,148.71,,金叉 MA5=96.45 > MA30=96.38
2025-12-12,海天味业,603288,买入,2300,36.27,83426.52,25.03,,MACD金叉 DIF=-0.4831
2025-12-16,比亚迪,002594,卖出,5100,94.06,479713.65,623.63,-16599.38,死叉 MA5=95.90 < MA30=96.12
2025-12-17,贵州茅台,600519,买入,200,1411.93,282385.64,84.72,,MACD金叉 DIF=-8.1121
2025-12-17,恒瑞医药,600276,卖出,7700,60.18,463381.38,602.4,-18353.36,死叉 MA5=61.50 < MA30=61.72
2025-12-19,隆基绿能,601012,买入,30500,18.12,552542.88,165.76,,MACD金叉 DIF=-0.5251
2025-12-23,中芯国际,688981,买入,200,120.14,24027.96,7.21,,金叉 MA5=116.01 > MA30=115.22
2025-12-23,恒瑞医药,600276,买入,400,61.92,24769.44,7.43,,MACD金叉 DIF=-0.4608
2026-01-16,贵州茅台,600519,卖出,200,1379.24,275847.2,358.6,-6897.05,死叉 MA5=1400.63 < MA30=1403.18
2026-01-20,海天味业,603288,卖出,2300,36.52,83988.69,109.19,452.98,死叉 MA5=36.93 < MA30=37.03
2026-01-21,隆基绿能,601012,卖出,30500,17.19,524159.58,681.41,-29064.71,死叉 MA5=18.03 < MA30=18.27
2026-01-21,恒瑞医药,600276,卖出,400,59.98,23991.92,31.19,-808.71,死叉 MA5=61.37 < MA30=61.92
2026-01-23,隆基绿能,601012,买入,28400,19.39,550639.08,165.19,,MACD金叉 DIF=-0.1095
2026-01-29,贵州茅台,600519,买入,200,1440.6,288119.09,86.44,,MACD金叉 DIF=-12.1096
2026-01-30,招商银行,600036,买入,1300,38.75,50371.54,15.11,,MACD金叉 DIF=-0.7187
2026-01-30,药明康德,603259,卖出,5900,95.01,560556.64,728.72,4296.07,死叉 MA5=96.29 < MA30=96.44
2026-01-30,中芯国际,688981,卖出,200,122.72,24544.81,31.91,484.94,死叉 MA5=123.98 < MA30=124.34
2026-02-02,宁德时代,300750,买入,1500,349.68,524516.94,157.36,,MACD金叉 DIF=-7.4185
2026-02-02,美的集团,000333,买入,1700,78.01,132609.69,39.78,,MACD金叉 DIF=-0.4396
2026-02-03,隆基绿能,601012,卖出,28400,18.53,526333.22,684.23,-24990.09,死叉 MA5=18.34 < MA30=18.45
2026-02-04,中信证券,600030,买入,16000,28.15,450338.88,135.1,,MACD金叉 DIF=-0.1289
2026-02-24,招商银行,600036,卖出,1300,38.86,50520.76,65.68,83.54,死叉 MA5=39.08 < MA30=39.08
