MA_FAST,MA_SLOW,MA_TREND,POSITION_PCT,MAX_POSITION_PCT,STOP_LOSS_PCT,TRAILING_STOP_PCT,MAX_DRAWDOWN_LIMIT,PARTIAL_PROFIT_ENABLED,total_return,annual_return,max_drawdown,sharpe,trades,win_rate,final_value
5,30,0,0.9,0.35,0.2,0.5,0.5,False,0.5741880808611999,0.23421893834624363,-0.12738760323992607,1.0008893361502058,137,0.5753424657534246,1574188.0808611999
5,30,0,0.9,0.35,0.2,0.25,0.3,False,0.5741880808611999,0.23421893834624363,-0.12738760323992607,1.0008893361502058,137,0.5753424657534246,1574188.0808611999
5,30,30,0.9,0.5,0.2,0.15,0.5,False,0.5601355892332001,0.2290968154635189,-0.17417400702413177,0.8368610035403534,103,0.509090909090909,1560135.5892332
5,30,30,0.9,0.5,0.1,0.15,0.5,False,0.5601355892332001,0.2290968154635189,-0.17417400702413177,0.8368610035403534,103,0.509090909090909,1560135.5892332
5,30,30,0.9,0.5,0.1,0.15,0.3,False,0.5601355892332001,0.2290968154635189,-0.17417400702413177,0.8368610035403534,103,0.509090909090909,1560135.5892332
5,30,30,0.9,0.5,0.2,0.15,0.3,False,0.5601355892332001,0.2290968154635189,-0.17417400702413177,0.8368610035403534,103,0.509090909090909,1560135.5892332
5,30,0,0.9,0.35,0.1,0.15,0.5,False,0.5523009147862007,0.2262303370647274,-0.12619384485287105,0.9467308192593367,152,0.5432098765432098,1552300.9147862007
5,30,0,0.9,0.35,0.1,0.15,0.3,False,0.5523009147862007,0.2262303370647274,-0.12619384485287105,0.9467308192593367,152,0.5432098765432098,1552300.9147862007
5,30,0,0.7,0.35,0.2,0.15,0.3,False,0.5265166871401996,0.21674146215790335,-0.11903303192376127,0.9452246641670247,166,0.5934065934065934,1526516.6871401996
5,30,0,0.7,0.35,0.2,0.15,0.5,False,0.5265166871401996,0.21674146215790335,-0.11903303192376127,0.9452246641670247,166,0.5934065934065934,1526516.6871401996
5,30,0,0.9,0.35,0.1,0.25,0.3,False,0.5260125660232008,0.21655508691148362,-0.12654756713421955,0.9300566595533175,148,0.5443037974683544,1526012.5660232008
5,30,0,0.9,0.35,0.1,0.25,0.5,False,0.5260125660232008,0.21655508691148362,-0.12654756713421955,0.9300566595533175,148,0.5443037974683544,1526012.5660232008
5,30,0,0.9,0.35,0.1,0.5,0.5,False,0.5260125660232008,0.21655508691148362,-0.12654756713421955,0.9300566595533175,148,0.5443037974683544,1526012.5660232008
5,30,0,0.9,0.35,0.1,0.5,0.3,False,0.5260125660232008,0.21655508691148362,-0.12654756713421955,0.9300566595533175,148,0.5443037974683544,1526012.5660232008
