total_return,annual_return,max_drawdown,sharpe,calmar,win_rate,trades,MA_TREND,STOP_LOSS_PCT,TRAILING_STOP_PCT,MAX_DRAWDOWN_LIMIT,PROFIT_TARGET_1,PROFIT_TARGET_2,PROFIT_TARGET_3,RSI_OVERBOUGHT,MACD_SELL_RSI_MIN,MACD_BUY_ENABLED,SELL_COOLDOWN_BARS,MA_FAST,MA_SLOW,POSITION_PCT,MAX_POSITION_PCT,MAX_TOTAL_POS_PCT,MIN_CASH_RESERVE
-22.090834551540066,-5.836830052191266,-31.82416805545174,-0.5521081596544409,-0.1834087238987971,58.4192439862543,467,0,0.05,0.12,0.25,0.06,0.12,0.22,85,55,False,2,10,20,0.6,0.4,0.95,0.05
-22.104339921980028,-5.840762906204211,-36.58185097724615,-0.5587383449277367,-0.1596628587721588,55.90277777777778,464,30,0.05,0.08,0.2,0.04,0.12,0.25,90,75,False,2,10,20,0.6,0.4,0.95,0.05
-22.107970855420035,-5.841820346538984,-37.86252612973241,-0.5435086213280366,-0.15429029554241921,55.5956678700361,445,30,0.05,0.12,0.2,0.04,0.12,0.22,90,65,False,3,10,20,0.6,0.4,0.95,0.05
-22.126891375160042,-5.847331193776039,-35.751118756614616,-0.5731597255714673,-0.16355659339175715,61.82965299684543,487,0,0.05,0.08,0.25,0.08,0.12,0.18,80,75,False,5,10,20,0.6,0.4,0.95,0.05
-22.134977317700034,-5.849686639609553,-32.29774819932621,-0.5458491720103161,-0.18111747616298488,54.25101214574899,415,0,0.05,0.12,0.15,0.08,0.1,0.25,90,55,False,5,10,20,0.6,0.4,0.95,0.05
-22.13563362782005,-5.849877831768491,-32.302059734485326,-0.5659744663490385,-0.18109922029285414,59.79020979020979,457,30,0.05,0.1,0.25,0.06,0.12,0.22,85,55,False,5,10,20,0.6,0.4,0.95,0.05
-22.141755430100076,-5.851661255839757,-32.104291597344286,-0.5685123308335387,-0.18227037460386808,57.30337078651685,437,30,0.05,0.08,0.15,0.06,0.1,0.18,90,55,False,5,10,20,0.6,0.4,0.95,0.05
-22.16637970908,-5.858835959135411,-37.43841477012106,-0.5661298985496122,-0.15649262916471682,60.75949367088608,488,0,0.07,0.08,0.2,0.04,0.1,0.22,85,65,False,3,10,20,0.6,0.4,0.95,0.05
-22.169471770960044,-5.859737005812116,-36.99710815947806,-0.5490368082892871,-0.15838364935317104,57.14285714285714,468,30,0.07,0.08,0.15,0.06,0.12,0.25,85,65,False,2,10,20,0.6,0.4,0.95,0.05
-22.173738838860007,-5.8609805014084415,-37.00813036738765,-0.5259148083237509,-0.15837007822943852,53.6,412,0,0.05,0.12,0.25,0.08,0.15,0.18,90,65,False,3,10,20,0.6,0.4,0.95,0.05
-22.179973730780024,-5.8627975471919,-36.87025427761605,-0.5311157806457519,-0.15901158432615442,52.63157894736842,410,30,0.05,0.12,0.2,0.08,0.15,0.22,90,65,False,3,10,20,0.6,0.4,0.95,0.05
