MA_FAST,MA_SLOW,MA_TREND,POSITION_PCT,MAX_POSITION_PCT,SELL_COOLDOWN_BARS,STOP_LOSS_PCT,PARTIAL_PROFIT_ENABLED,MACD_BUY_ENABLED,total_return,max_drawdown,sharpe,trades
10,20,0,0.9,0.35,3,0.15,False,True,36.87594993989998,-17.508238082194588,0.7083394142629997,218
10,30,0,0.7,0.2,3,0.12,False,True,36.72052262165998,-13.245194356490941,0.7027808822959095,174
10,30,0,0.8,0.2,3,0.15,False,True,36.71269917601997,-13.096399138824932,0.6943806643900874,166
10,30,0,0.9,0.2,3,0.15,False,True,36.71269917601997,-13.096399138824932,0.6943806643900874,166
10,20,0,0.8,0.25,3,0.15,False,True,35.53959912406006,-11.644416394480965,0.7189259344425587,263
5,20,0,0.8,0.35,3,0.15,False,True,35.25274854259999,-14.164854035574553,0.6675957805268998,301
5,20,0,0.8,0.35,3,0.2,False,True,35.25274854259999,-14.164854035574553,0.6675957805268998,301
10,30,0,0.9,0.2,3,0.12,False,True,35.126121534100015,-13.246780058228003,0.671868330463586,171
10,30,0,0.8,0.2,3,0.12,False,True,35.126121534100015,-13.246780058228003,0.671868330463586,171
10,20,0,0.8,0.25,3,0.12,False,True,33.623893824800014,-11.241775028112842,0.6829418243935762,260
5,20,0,0.8,0.35,2,0.15,False,True,33.348929792780005,-13.458710256259318,0.6383042113488318,287
5,20,0,0.8,0.35,2,0.2,False,True,33.348929792780005,-13.458710256259318,0.6383042113488318,287
10,20,0,0.7,0.2,3,0.2,False,True,33.33870669920007,-13.507159449858941,0.7267444825320292,290
10,20,0,0.8,0.2,3,0.12,False,True,32.87275988947998,-12.190146045215517,0.7186581282347383,312
10,20,0,0.9,0.2,3,0.12,False,True,32.87275988947998,-12.190146045215517,0.7186581282347383,312
10,20,0,0.9,0.2,3,0.15,False,True,32.525610661700014,-12.02117439579797,0.7100943638508608,307
10,20,0,0.8,0.2,3,0.15,False,True,32.525610661700014,-12.02117439579797,0.7100943638508608,307
10,20,0,0.8,0.3,3,0.2,False,True,32.38730241505993,-14.932697584212864,0.6373581709651843,248
10,20,0,0.9,0.35,3,0.12,False,True,32.157698838099954,-16.085575196022095,0.6280867717080625,212
5,20,0,0.9,0.25,2,0.12,False,True,32.04579363751998,-11.926178243473144,0.6525007972491141,295
10,20,0,0.7,0.2,2,0.2,False,True,31.864116153219996,-11.905320251029284,0.6895114839161106,303
5,20,0,0.7,0.3,3,0.12,False,True,31.729013195020006,-11.95216384446786,0.6488990459852194,329
10,20,0,0.9,0.25,3,0.12,False,True,31.604092290599993,-13.65828575652821,0.6537267736522416,258
10,20,0,0.7,0.25,2,0.15,False,True,31.49484581903999,-15.084507486060803,0.6278865597089509,295
10,20,0,0.7,0.3,3,0.15,False,True,31.32524988647995,-13.328868324671388,0.6258917976401748,256
5,20,0,0.7,0.35,2,0.12,False,True,31.063299373640074,-14.139690163059848,0.6223178523430384,315
10,20,0,0.8,0.2,2,0.15,False,True,30.944041636999977,-12.158401665473525,0.6536465698587375,295
10,20,0,0.9,0.2,2,0.15,False,True,30.944041636999977,-12.158401665473525,0.6536465698587375,295
10,20,0,0.7,0.25,3,0.12,False,True,30.545765059339953,-12.952604652493466,0.6344961745199981,282
10,20,0,0.8,0.25,3,0.2,False,True,30.46871787650003,-13.20231280526375,0.6221519874044802,270
10,20,0,0.7,0.25,3,0.2,False,True,30.23844685179996,-13.023690728407253,0.6250899032461673,277
10,20,0,0.9,0.35,3,0.2,False,True,29.863826917379978,-17.71486821758974,0.5828426100876507,218
10,20,0,0.7,0.25,2,0.12,False,True,28.97943365225999,-16.74073442280638,0.586394279754386,302
10,20,0,0.9,0.3,2,0.15,False,True,28.69047573877992,-18.043930009486914,0.5581412426715783,261
10,20,0,0.9,0.25,3,0.15,False,True,28.284342284779925,-10.903255585482642,0.5849614717543535,255
10,20,0,0.7,0.35,3,0.12,False,True,28.066304505039984,-14.228658553298787,0.5605834841204774,273
5,20,0,0.7,0.35,3,0.12,False,True,28.025266692100022,-13.200689287423744,0.5640635399884087,316
10,20,0,0.8,0.2,3,0.2,False,True,28.002926466900018,-16.440004286551186,0.6057342975018553,287
10,20,0,0.9,0.2,3,0.2,False,True,28.002926466900018,-16.440004286551186,0.6057342975018553,287
10,20,0,0.7,0.35,3,0.15,False,True,27.79200991927993,-12.63751881335169,0.555050495880538,260
5,20,0,0.8,0.3,3,0.12,False,True,27.786196347839994,-12.247964343576589,0.5711089161366747,303
5,20,0,0.7,0.35,2,0.15,False,True,27.76982967885996,-14.146106321798607,0.5627512095582327,324
