VOL_CONFIRM_RATIO,RSI_BUY_MAX,SURGE_MAX_PCT,SELL_COOLDOWN_BARS,total_return,annual_return,max_drawdown,sharpe,trades,win_rate,final_value
0.5,70,0.1,3,0.4330166851406002,0.18159113469097998,-0.12654656796582275,0.8438996296972572,174,0.5625,1433016.6851406002
0.5,75,0.1,2,0.4230231411554001,0.17776228961436313,-0.12654656796582275,0.8330553709468144,174,0.5625,1423023.1411554
0.5,70,0.1,2,0.4230231411554001,0.17776228961436313,-0.12654656796582275,0.8330553709468144,174,0.5625,1423023.1411554
0.5,100,0.1,2,0.4230231411554001,0.17776228961436313,-0.12654656796582275,0.8330553709468144,174,0.5625,1423023.1411554
0.5,85,0.1,2,0.4230231411554001,0.17776228961436313,-0.12654656796582275,0.8330553709468144,174,0.5625,1423023.1411554
0.5,80,0.1,2,0.4230231411554001,0.17776228961436313,-0.12654656796582275,0.8330553709468144,174,0.5625,1423023.1411554
0.3,70,0.1,3,0.4161131982846004,0.1751064324771605,-0.12654656796582275,0.8090812993227314,174,0.5520833333333334,1416113.1982846004
0.0,70,0.1,3,0.4161131982846004,0.1751064324771605,-0.12654656796582275,0.8090812993227314,174,0.5520833333333334,1416113.1982846004
0.0,80,0.2,2,0.41036888992539977,0.1728932962293106,-0.1244391900897895,0.8198021235421958,178,0.5463917525773195,1410368.8899253998
0.0,75,0.0,2,0.41036888992539977,0.1728932962293106,-0.1244391900897895,0.8198021235421958,178,0.5463917525773195,1410368.8899253998
0.0,100,0.3,2,0.41036888992539977,0.1728932962293106,-0.1244391900897895,0.8198021235421958,178,0.5463917525773195,1410368.8899253998
0.0,70,0.3,2,0.41036888992539977,0.1728932962293106,-0.1244391900897895,0.8198021235421958,178,0.5463917525773195,1410368.8899253998
0.3,75,0.0,2,0.41036888992539977,0.1728932962293106,-0.1244391900897895,0.8198021235421958,178,0.5463917525773195,1410368.8899253998
0.3,80,0.0,2,0.41036888992539977,0.1728932962293106,-0.1244391900897895,0.8198021235421958,178,0.5463917525773195,1410368.8899253998
0.3,75,0.2,2,0.41036888992539977,0.1728932962293106,-0.1244391900897895,0.8198021235421958,178,0.5463917525773195,1410368.8899253998
